from_code,from_label,to_code,to_label,count,avg_time_in_source_years,median_time_in_source_years,pct_university,transition_probability,from_isco,to_isco,mobility_direction
7119.1,construction scaffolder,5153.1.2,house sitter,19,,,,0.0096,7,5,upward
2310.1.5,assistant lecturer,2132.1,agricultural scientist,19,,,,0.006,2,2,lateral
3343.4,management assistant,2512.4,software developer,19,,,,0.0011,3,2,upward
2149.6,commissioning engineer,2149.2.7,quality engineer,19,,,,0.0373,2,2,lateral
9111.1,domestic cleaner,5164.1.2,kennel worker,19,,,,0.0003,9,5,upward
9111.1,domestic cleaner,7125.1,plate glass installer,19,,,,0.0003,9,7,upward
3411.8,private detective,9333.4,mover,19,,,,0.1348,3,9,downward
5223.2,motor vehicles parts advisor,5223.4,sales assistant,19,,,,0.1145,5,5,lateral
7212.2,solderer,8142.3,compression moulding machine operator,19,,,,0.0353,7,8,downward
9212.3,groom,5164.1.2,kennel worker,19,,,,0.0138,9,5,upward
2641.4.4,technical communicator,4120.1,secretary,19,,,,0.0138,2,4,downward
1321.2.2,industrial quality manager,7543.9,product quality controller,19,,,,0.0505,1,7,downward
7522.2,cabinet maker,8160.34,food production operator,19,,,,0.0092,7,8,downward
2342.1,early years teacher,2635.2,social pedagogue,19,,,,0.3958,2,2,lateral
3334.3,real estate agent,4110.1,office clerk,19,,,,0.0234,3,4,downward
9112.2,building cleaner,7123.2,plasterer,19,,,,0.0019,9,7,upward
8183.3,cylinder filler,9334.1,shelf filler,19,,,,0.03,8,9,downward
9412.1,kitchen assistant,7532.2,clothing cutter,19,,,,0.0015,9,7,upward
4412.2,postman/postwoman,5243.1,door to door seller,19,,,,0.0013,4,5,downward
9621.1,doorman/doorwoman,5120.1,cook,19,,,,0.0037,9,5,upward
7123.2,plasterer,7212.3,welder,19,,,,0.0058,7,7,lateral
9214.1,garden labourer,7231.10,vehicle technician,19,,,,0.0012,9,7,upward
9313.1,building construction worker,5412.1,police officer,19,,,,0.0005,9,5,upward
3322.1,commercial sales representative,2433.4,sales engineer,19,,,,0.0032,3,2,upward
7543.7,product assembly inspector,9333.4,mover,19,,,,0.0913,7,9,downward
3359.6,gaming inspector,5223.7,specialised seller,19,,,,0.0053,3,5,downward
2513.5,web developer,2166.15,web designer,19,,,,0.0815,2,2,lateral
9112.2,building cleaner,8322.7,taxi driver,19,,,,0.0019,9,8,upward
7543.9,product quality controller,4321.1.4,raw materials warehouse specialist,19,,,,0.0047,7,4,upward
8142.3,compression moulding machine operator,5212.1,street food vendor,19,,,,0.0013,8,5,upward
2422.1,civil service administrative officer,2310.1.5,assistant lecturer,19,,,,0.0683,2,2,lateral
1120.3,chief executive officer,3333.1,employment agent,19,,,,0.0037,1,3,downward
7121.1,roofer,7522.2,cabinet maker,19,,,,0.0209,7,7,lateral
7212.3,welder,5414.1,security guard,19,,,,0.0084,7,5,upward
9329.2,wood caulker,1111.1,city councillor,19,,,,0.001,9,1,upward
5223.7,specialised seller,3341.7,office manager,19,,,,0.0048,5,3,upward
3343.4,management assistant,3122.4.8,machine operator supervisor,19,,,,0.0011,3,3,lateral
3334.5,real estate manager,1120.3,chief executive officer,19,,,,0.0354,3,1,upward
2433.6,technical sales representative,1221.3.2.1.5,aftersales service manager,19,,,,0.0036,2,1,upward
7112.1,bricklayer,7214.3,structural ironworker,19,,,,0.0048,7,7,lateral
2149.11.2,wood technology engineer,7522.2,cabinet maker,19,,,,0.4419,2,7,downward
9329.2,wood caulker,7523.3,wooden furniture machine operator,19,,,,0.001,9,7,upward
5120.1,cook,5321.1,healthcare assistant,19,,,,0.0035,5,5,lateral
3251.1,dental chairside assistant,4120.1,secretary,19,,,,0.0161,3,4,downward
9629.7,usher,9313.1,building construction worker,19,,,,0.0427,9,9,lateral
2421.1,business analyst,4110.1,office clerk,19,,,,0.0095,2,4,downward
8160.34,food production operator,8183.3,cylinder filler,19,,,,0.0011,8,8,lateral
1211.1,financial manager,4312.7,tax clerk,19,,,,0.0237,1,4,downward
9329.1,factory hand,7122.3,resilient floor layer,19,,,,0.001,9,7,upward
8142.3,compression moulding machine operator,8183.3,cylinder filler,19,,,,0.0013,8,8,lateral
8212.3.5,printed circuit board assembler,8156.2.3,footwear stitching machine operator,19,,,,0.0019,8,8,lateral
2635.3.11,employment support worker,2320.1,vocational teacher,19,,,,0.1545,2,2,lateral
8332.2,cargo vehicle driver,5223.7.25,motor vehicles specialised seller,19,,,,0.0022,8,5,upward
3332.2,event manager,1120.3,chief executive officer,19,,,,0.0155,3,1,upward
7412.6,household appliances repair technician,8332.2,cargo vehicle driver,19,,,,0.0257,7,8,downward
8212.3.5,printed circuit board assembler,7411.1.1.2,industrial electrician,19,,,,0.0019,8,7,upward
3122.4.8,machine operator supervisor,9329.1,factory hand,19,,,,0.0183,3,9,downward
1323.1,construction manager,7114.1,concrete finisher,19,,,,0.0117,1,7,downward
7223.4.5,metal sawing machine operator,7122.3,resilient floor layer,19,,,,0.0007,7,7,lateral
1222.1.1,advertising manager,3341.7,office manager,19,,,,0.0157,1,3,downward
9312.1,civil engineering worker,7212.3.3,pipe welder,19,,,,0.0025,9,7,upward
8211.5.3,motor vehicle parts assembler,7222.5,tool and die maker,19,,,,0.0019,8,7,upward
4312.7,tax clerk,5223.4,sales assistant,19,,,,0.029,4,5,downward
2434.1,ict account manager,2514.2,ict application developer,19,,,,0.0212,2,2,lateral
6111.1,agronomic crop production team leader,9214.1,garden labourer,19,,,,0.1086,6,9,downward
2149.2.7,quality engineer,7543.9,product quality controller,19,,,,0.0169,2,7,downward
2434.4,technical sales representative in electronic and telecommunications equipment,2433.6,technical sales representative,19,,,,0.1073,2,2,lateral
8121.4,metal drawing machine operator,7231.10,vehicle technician,19,,,,0.0148,8,7,upward
1420.3,sales account manager,5223.7.31,shoe and leather accessories specialised seller,19,,,,0.0042,1,5,downward
2511.1,computer scientist,2310.1.5,assistant lecturer,19,,,,0.0475,2,2,lateral
1212.2,human resources manager,2619.7,legal consultant,19,,,,0.0079,1,2,downward
7543.9,product quality controller,9214.1,garden labourer,19,,,,0.0047,7,9,downward
2221.3,specialist nurse,9621.2,hotel porter,19,,,,0.0078,2,9,downward
5223.7.7,building materials specialised seller,9333.4,mover,19,,,,0.0461,5,9,downward
8211.5.3,motor vehicle parts assembler,7223.7,fitter and turner,19,,,,0.0019,8,7,upward
5132.1,bartender,9621.2,hotel porter,19,,,,0.0217,5,9,downward
4110.1,office clerk,7112.1,bricklayer,19,,,,0.0011,4,7,downward
3213.1,pharmacy assistant,3111.1,chemistry technician,19,,,,0.0358,3,3,lateral
1213.5.1,branch manager,1420.3,sales account manager,19,,,,0.0176,1,1,lateral
4110.1,office clerk,9612.1,recycling worker,19,,,,0.0011,4,9,downward
9329.2,wood caulker,8342.6,road construction worker,19,,,,0.001,9,8,upward
1411.1,accommodation manager,5151.1,hotel butler,19,,,,0.0307,1,5,downward
3342.2,legal administrative assistant,5244.1,call centre agent,19,,,,0.038,3,5,downward
1211.1,financial manager,3313.1,accounting assistant,19,,,,0.0237,1,3,downward
1111.1,city councillor,9329.1,factory hand,19,,,,0.0222,1,9,downward
2310.1,higher education lecturer,2641.4.4,technical communicator,19,,,,0.0075,2,2,lateral
7115.1,carpenter,3123.1.3,carpenter supervisor,19,,,,0.015,7,3,upward
1222.1.1,advertising manager,1222.1.2,public relations manager,19,,,,0.0157,1,1,lateral
2431.10.4,online marketer,3341.4,contact centre supervisor,19,,,,0.0184,2,3,downward
3119.16,quality engineering technician,2310.1.5,assistant lecturer,19,,,,0.0123,3,2,upward
3435.8,extra,9333.4,mover,19,,,,0.0496,3,9,downward
3322.1,commercial sales representative,9112.2,building cleaner,19,,,,0.0032,3,9,downward
8212.3.5,printed circuit board assembler,8342.6,road construction worker,19,,,,0.0019,8,8,lateral
9329.1,factory hand,7131.1,construction painter,19,,,,0.001,9,7,upward
4110.1,office clerk,2320.1,vocational teacher,19,,,,0.0011,4,2,upward
1221.3.1,destination manager,4211.1,bank teller,19,,,,0.0193,1,4,downward
3112.1.7,fire protection technician,9313.1,building construction worker,19,,,,0.0772,3,9,downward
9412.2,kitchen porter,8342.6,road construction worker,19,,,,0.0006,9,8,upward
2412.4,financial planner,4312.1,auditing clerk,19,,,,0.0116,2,4,downward
7125.1,plate glass installer,9111.1,domestic cleaner,19,,,,0.033,7,9,downward
4321.1,inventory coordinator,3111.1,chemistry technician,19,,,,0.0068,4,3,upward
5223.7.18,flower and garden specialised seller,6113.6,tree surgeon,19,,,,0.0218,5,6,downward
9212.4,livestock worker,8160.34,food production operator,19,,,,0.0494,9,8,upward
1349.10,court administrator,2619.7,legal consultant,19,,,,0.2639,1,2,downward
2643.2,interpreter,9412.2,kitchen porter,19,,,,0.02,2,9,downward
8322.6,private chauffeur,7112.1,bricklayer,19,,,,0.0056,8,7,upward
7214.3,structural ironworker,7114.1,concrete finisher,19,,,,0.007,7,7,lateral
9629.5,laundromat attendant,9329.1,factory hand,19,,,,0.0159,9,9,lateral
3255.1,massage therapist,2264.2,physiotherapist,19,,,,0.0379,3,2,upward
4110.1,office clerk,4222.1.1,live chat operator,19,,,,0.0011,4,4,lateral
8157.1,laundry worker,9329.1,factory hand,19,,,,0.0174,8,9,downward
2411.1,accountant,2433.6,technical sales representative,19,,,,0.0126,2,2,lateral
9629.5,laundromat attendant,4412.2,postman/postwoman,19,,,,0.0159,9,4,upward
2511.7,green ict consultant,3343.4,management assistant,19,,,,0.0255,2,3,downward
2421.1,business analyst,2511.7,green ict consultant,19,,,,0.0095,2,2,lateral
5223.7.25,motor vehicles specialised seller,4311.2,sales support assistant,19,,,,0.0147,5,4,upward
3422.4,sports instructor,3421.1,professional athlete,19,,,,0.1473,3,3,lateral
5153.1,building caretaker,7412.6,household appliances repair technician,19,,,,0.0092,5,7,downward
3253.1,community health worker,4110.1,office clerk,19,,,,0.039,3,4,downward
8122.3,coating machine operator,9313.1,building construction worker,19,,,,0.0609,8,9,downward
5120.1,cook,8322.7,taxi driver,19,,,,0.0035,5,8,downward
9412.2,kitchen porter,2310.1,higher education lecturer,19,,,,0.0006,9,2,upward
9213.1,crop production worker,1111.1,city councillor,19,,,,0.0035,9,1,upward
9412.2,kitchen porter,3412.4.11,residential home adult care worker,19,,,,0.0006,9,3,upward
8153.1.1,clothing alteration machinist,9111.1,domestic cleaner,19,,,,0.0754,8,9,downward
1221.3.2.1,sales manager,4211.1,bank teller,19,,,,0.0074,1,4,downward
7123.2,plasterer,5223.4,sales assistant,19,,,,0.0058,7,5,upward
3253.1,community health worker,9334.1,shelf filler,19,,,,0.039,3,9,downward
2310.1.5,assistant lecturer,2611.1,lawyer,19,,,,0.006,2,2,lateral
1212.2,human resources manager,4323.6,freight transport dispatcher,19,,,,0.0079,1,4,downward
9333.4,mover,3334.5,real estate manager,19,,,,0.0002,9,3,upward
5212.1,street food vendor,9621.2,hotel porter,19,,,,0.0068,5,9,downward
4110.1,office clerk,3255.1,massage therapist,19,,,,0.0011,4,3,upward
9312.1,civil engineering worker,7231.10,vehicle technician,19,,,,0.0025,9,7,upward
4416.1,human resources assistant,3344.1,medical administrative assistant,19,,,,0.0069,4,3,upward
3111.1,chemistry technician,3359.6,gaming inspector,19,,,,0.0039,3,3,lateral
7115.1,carpenter,9412.2,kitchen porter,19,,,,0.015,7,9,downward
3341.7,office manager,5120.1,cook,19,,,,0.0049,3,5,downward
7214.3,structural ironworker,9213.1,crop production worker,19,,,,0.007,7,9,downward
7123.2,plasterer,7121.1,roofer,19,,,,0.0058,7,7,lateral
5244.1,call centre agent,2310.1.5,assistant lecturer,19,,,,0.0013,5,2,upward
3332.2,event manager,2431.12,membership manager,19,,,,0.0155,3,2,upward
4412.2,postman/postwoman,8156.2.3,footwear stitching machine operator,19,,,,0.0013,4,8,downward
3423.2.2,personal trainer,1219.6,project manager,19,,,,0.0432,3,1,upward
7231.8,vehicle maintenance attendant,9629.5,laundromat attendant,19,,,,0.0016,7,9,downward
9111.1,domestic cleaner,3431.1,photographer,19,,,,0.0003,9,3,upward
9412.1,kitchen assistant,4223.1,telephone switchboard operator,19,,,,0.0015,9,4,upward
4412.2,postman/postwoman,7119.1,construction scaffolder,19,,,,0.0013,4,7,downward
9333.4,mover,0210.2,sergeant,19,,,,0.0002,9,2,upward
3343.1,administrative assistant,3341.7,office manager,19,,,,0.0108,3,3,lateral
4321.1.4,raw materials warehouse specialist,3111.1,chemistry technician,19,,,,0.0067,4,3,upward
8322.7,taxi driver,5230.1,cashier,19,,,,0.0034,8,5,upward
2635.3,social worker,9329.1,factory hand,19,,,,0.0034,2,9,downward
7212.2,solderer,9111.1,domestic cleaner,19,,,,0.0353,7,9,downward
9412.2,kitchen porter,5223.7.25,motor vehicles specialised seller,19,,,,0.0006,9,5,upward
4311.2,sales support assistant,9329.1,factory hand,19,,,,0.0045,4,9,downward
1219.6,project manager,2632.6,sociologist,19,,,,0.0026,1,2,downward
9329.1,factory hand,1111.1,city councillor,19,,,,0.001,9,1,upward
9214.1,garden labourer,0110.10,lieutenant,19,,,,0.0012,9,1,upward
9629.7,usher,9334.1,shelf filler,19,,,,0.0427,9,9,lateral
3119.16,quality engineering technician,7223.7,fitter and turner,19,,,,0.0123,3,7,downward
5223.4,sales assistant,2163.1.3,fashion designer,19,,,,0.0006,5,2,upward
3341.7,office manager,3333.1,employment agent,19,,,,0.0049,3,3,lateral
1222.1.1,advertising manager,2431.10,marketing consultant,19,,,,0.0157,1,2,downward
5223.7.18,flower and garden specialised seller,4110.1,office clerk,19,,,,0.0218,5,4,upward
3112.1,civil engineering technician,7112.1,bricklayer,19,,,,0.0633,3,7,downward
7511.1,butcher,9329.1,factory hand,19,,,,0.0337,7,9,downward
9334.1,shelf filler,2353.1,language school teacher,19,,,,0.0005,9,2,upward
5230.1,cashier,3256.1,doctors' surgery assistant,19,,,,0.0025,5,3,upward
2310.1,higher education lecturer,2433.6,technical sales representative,19,,,,0.0075,2,2,lateral
9621.2,hotel porter,7543.9,product quality controller,19,,,,0.0023,9,7,upward
2352.1.3,learning support teacher,2310.1,higher education lecturer,19,,,,0.0588,2,2,lateral
5223.4,sales assistant,2641.4.4,technical communicator,19,,,,0.0006,5,2,upward
3412.4.11,residential home adult care worker,5321.1,healthcare assistant,19,,,,0.0132,3,5,downward
4416.1,human resources assistant,1213.5.1,branch manager,19,,,,0.0069,4,1,upward
9621.1,doorman/doorwoman,3332.2,event manager,19,,,,0.0037,9,3,upward
5223.7.12,cosmetics and perfume specialised seller,5223.7.35,textile specialised seller,19,,,,0.0373,5,5,lateral
5151.1,hotel butler,4224.2,night auditor,19,,,,0.0389,5,4,upward
7231.8,vehicle maintenance attendant,5245.1,fuel station specialised seller,19,,,,0.0016,7,5,upward
9329.2,wood caulker,9629.5,laundromat attendant,19,,,,0.001,9,9,lateral
7223.4.5,metal sawing machine operator,2635.2,social pedagogue,19,,,,0.0007,7,2,upward
5141.1,hairdresser,3343.4,management assistant,19,,,,0.0078,5,3,upward
4416.1,human resources assistant,2412.4,financial planner,19,,,,0.0069,4,2,upward
9334.1,shelf filler,7212.2,solderer,19,,,,0.0005,9,7,upward
2341.1,primary school teacher,4110.1,office clerk,19,,,,0.02,2,4,downward
9621.2,hotel porter,5311.1,child care worker,19,,,,0.0023,9,5,upward
5222.1.1,checkout supervisor,9111.1,domestic cleaner,19,,,,0.0375,5,9,downward
9111.1,domestic cleaner,5419.7,life guard,19,,,,0.0003,9,5,upward
2433.6,technical sales representative,2434.1,ict account manager,19,,,,0.0036,2,2,lateral
7223.4.5,metal sawing machine operator,8157.1,laundry worker,19,,,,0.0007,7,8,downward
3118.3.4,civil drafter,2161.1,architect,19,,,,0.0552,3,2,upward
3334.5,real estate manager,5414.1,security guard,19,,,,0.0354,3,5,downward
4311.2,sales support assistant,4419.2,foreign language correspondence clerk,19,,,,0.0045,4,4,lateral
3322.1,commercial sales representative,5223.7.7,building materials specialised seller,19,,,,0.0032,3,5,downward
5414.1,security guard,5132.1,bartender,18,,,,0.0021,5,5,lateral
2149.2.7,quality engineer,2512.4,software developer,18,,,,0.016,2,2,lateral
6130.2,mixed farmer,8160.24,dairy processing operator,18,,,,0.0237,6,8,downward
7223.4.5,metal sawing machine operator,9311.1,mining assistant,18,,,,0.0007,7,9,downward
7122.4,tile fitter,9334.1,shelf filler,18,,,,0.0151,7,9,downward
3334.3,real estate agent,1420.3,sales account manager,18,,,,0.0221,3,1,upward
9329.2,wood caulker,2341.1,primary school teacher,18,,,,0.001,9,2,upward
9329.1,factory hand,7132.3,transport equipment painter,18,,,,0.001,9,7,upward
4110.1,office clerk,2619.7,legal consultant,18,,,,0.0011,4,2,upward
7211.1,foundry operative,9612.1,recycling worker,18,,,,0.0104,7,9,downward
7231.8,vehicle maintenance attendant,3359.6,gaming inspector,18,,,,0.0015,7,3,upward
9621.2,hotel porter,1412.1,restaurant manager,18,,,,0.0022,9,1,upward
1431.1,cultural facilities manager,3343.4,management assistant,18,,,,0.0853,1,3,downward
5312.1,early years teaching assistant,3412.4.6,foster care support worker,18,,,,0.0126,5,3,upward
6113.5,landscape gardener,8160.24,dairy processing operator,18,,,,0.0051,6,8,downward
3423.2.1,leisure attendant,9333.4,mover,18,,,,0.0896,3,9,downward
9312.1,civil engineering worker,4321.1,inventory coordinator,18,,,,0.0024,9,4,upward
9412.2,kitchen porter,7132.3,transport equipment painter,18,,,,0.0005,9,7,upward
9313.1,building construction worker,3112.1.7,fire protection technician,18,,,,0.0005,9,3,upward
3111.1,chemistry technician,7512.1,baker,18,,,,0.0037,3,7,downward
3251.1,dental chairside assistant,5230.1,cashier,18,,,,0.0152,3,5,downward
2513.4,web content manager,1219.6,project manager,18,,,,0.0256,2,1,upward
3333.1,employment agent,2351.2,educational researcher,18,,,,0.0117,3,2,upward
7411.1.1.1,domestic electrician,8211.3,mechatronics assembler,18,,,,0.0304,7,8,downward
5223.4,sales assistant,5223.7.6,bookshop specialised seller,18,,,,0.0006,5,5,lateral
9334.1,shelf filler,5243.1,door to door seller,18,,,,0.0005,9,5,upward
9333.4,mover,7323.1,bindery operator,18,,,,0.0002,9,7,upward
2320.1,vocational teacher,4110.1,office clerk,18,,,,0.0128,2,4,downward
5223.7,specialised seller,7522.2,cabinet maker,18,,,,0.0045,5,7,downward
1219.6,project manager,4211.1,bank teller,18,,,,0.0025,1,4,downward
3343.4,management assistant,5223.7.20,furniture specialised seller,18,,,,0.0011,3,5,downward
2431.11,market research analyst,3323.2,purchaser,18,,,,0.0636,2,3,downward
9412.2,kitchen porter,3431.1,photographer,18,,,,0.0005,9,3,upward
5152.2,domestic housekeeper,3359.6,gaming inspector,18,,,,0.0037,5,3,upward
4312.4,insurance clerk,4110.1,office clerk,18,,,,0.0583,4,4,lateral
9313.1,building construction worker,3112.1,civil engineering technician,18,,,,0.0005,9,3,upward
9111.1,domestic cleaner,1324.3,logistics and distribution manager,18,,,,0.0003,9,1,upward
7231.8,vehicle maintenance attendant,9215.1,forest worker,18,,,,0.0015,7,9,downward
7115.1,carpenter,4412.2,postman/postwoman,18,,,,0.0142,7,4,upward
3122.4.8,machine operator supervisor,1324.3,logistics and distribution manager,18,,,,0.0174,3,1,upward
5321.1,healthcare assistant,3313.2,bookkeeper,18,,,,0.002,5,3,upward
7132.3,transport equipment painter,4412.2,postman/postwoman,18,,,,0.0382,7,4,upward
2151.1.1,electric power generation engineer,2310.1.5,assistant lecturer,18,,,,0.1161,2,2,lateral
2512.4,software developer,2421.1,business analyst,18,,,,0.0128,2,2,lateral
1219.4,department manager,4416.1,human resources assistant,18,,,,0.0051,1,4,downward
8160.34,food production operator,3322.1,commercial sales representative,18,,,,0.001,8,3,upward
7223.4.5,metal sawing machine operator,5223.7.25,motor vehicles specialised seller,18,,,,0.0007,7,5,upward
7233.7,industrial machinery mechanic,8160.34,food production operator,18,,,,0.0058,7,8,downward
1212.2,human resources manager,5223.7,specialised seller,18,,,,0.0075,1,5,downward
7512.1,baker,9329.1,factory hand,18,,,,0.0183,7,9,downward
4132.1,data entry clerk,9621.1,doorman/doorwoman,18,,,,0.0102,4,9,downward
5223.7.7,building materials specialised seller,7522.2,cabinet maker,18,,,,0.0437,5,7,downward
1219.6,project manager,1211.1,financial manager,18,,,,0.0025,1,1,lateral
8332.2,cargo vehicle driver,7412.6,household appliances repair technician,18,,,,0.0021,8,7,upward
8160.34,food production operator,5223.7.18,flower and garden specialised seller,18,,,,0.001,8,5,upward
9329.1,factory hand,7532.2,clothing cutter,18,,,,0.001,9,7,upward
5223.7.4,bakery specialised seller,7512.5,pastry maker,18,,,,0.0059,5,7,downward
8157.1,laundry worker,9313.1,building construction worker,18,,,,0.0164,8,9,downward
7512.1,baker,9214.1,garden labourer,18,,,,0.0183,7,9,downward
5244.1,call centre agent,3412.4.11,residential home adult care worker,18,,,,0.0012,5,3,upward
3343.1,administrative assistant,4312.7,tax clerk,18,,,,0.0102,3,4,downward
7132.3,transport equipment painter,7223.4.5,metal sawing machine operator,18,,,,0.0382,7,7,lateral
1420.3,sales account manager,3323.2,purchaser,18,,,,0.004,1,3,downward
5244.1,call centre agent,7512.1,baker,18,,,,0.0012,5,7,downward
3432.1.1,interior planner,9313.1,building construction worker,18,,,,0.0692,3,9,downward
1219.6,project manager,1324.8,supply chain manager,18,,,,0.0025,1,1,lateral
2221.3,specialist nurse,3412.5,social work assistant,18,,,,0.0073,2,3,downward
9212.3,groom,6121.1,cattle breeder,18,,,,0.013,9,6,upward
9412.2,kitchen porter,3213.1,pharmacy assistant,18,,,,0.0005,9,3,upward
4412.2,postman/postwoman,4311.2,sales support assistant,18,,,,0.0012,4,4,lateral
8332.2,cargo vehicle driver,7125.1,plate glass installer,18,,,,0.0021,8,7,upward
5243.1,door to door seller,4412.2,postman/postwoman,18,,,,0.034,5,4,upward
2330.1,secondary school teacher,1219.6,project manager,18,,,,0.0143,2,1,upward
4120.1,secretary,2341.1,primary school teacher,18,,,,0.0049,4,2,upward
6113.5,landscape gardener,7233.7,industrial machinery mechanic,18,,,,0.0051,6,7,downward
2635.2,social pedagogue,2635.3.6,community social worker,18,,,,0.0054,2,2,lateral
7112.1,bricklayer,9334.1,shelf filler,18,,,,0.0045,7,9,downward
7211.1,foundry operative,9312.1,civil engineering worker,18,,,,0.0104,7,9,downward
5311.1,child care worker,2221.3,specialist nurse,18,,,,0.0083,5,2,upward
5243.1,door to door seller,9313.1,building construction worker,18,,,,0.034,5,9,downward
9333.4,mover,7113.1,stonemason,18,,,,0.0002,9,7,upward
1321.2.1,industrial production manager,2144.1,mechanical engineer,18,,,,0.0168,1,2,downward
2522.1,ict system administrator,2512.4,software developer,18,,,,0.0351,2,2,lateral
1324.3,logistics and distribution manager,7223.4.5,metal sawing machine operator,18,,,,0.0132,1,7,downward
9313.1,building construction worker,7523.3,wooden furniture machine operator,18,,,,0.0005,9,7,upward
1211.1,financial manager,2411.1.9,financial fraud examiner,18,,,,0.0224,1,2,downward
5223.5,sales processor,4110.1,office clerk,18,,,,0.0534,5,4,upward
2149.6,commissioning engineer,8142.3,compression moulding machine operator,18,,,,0.0353,2,8,downward
1212.2,human resources manager,2411.1,accountant,18,,,,0.0075,1,2,downward
8211.5.3,motor vehicle parts assembler,8322.7,taxi driver,18,,,,0.0018,8,8,lateral
5414.1,security guard,7123.2,plasterer,18,,,,0.0021,5,7,downward
7231.8,vehicle maintenance attendant,3123.1.5,construction painting supervisor,18,,,,0.0015,7,3,upward
9412.2,kitchen porter,3423.2,fitness instructor,18,,,,0.0005,9,3,upward
3256.1,doctors' surgery assistant,3344.2,medical practice manager,18,,,,0.0107,3,3,lateral
8122.3,coating machine operator,7223.4.5,metal sawing machine operator,18,,,,0.0577,8,7,upward
8212.3.5,printed circuit board assembler,3359.6,gaming inspector,18,,,,0.0018,8,3,upward
9333.4,mover,3132.5,wastewater treatment technician,18,,,,0.0002,9,3,upward
9621.2,hotel porter,2221.3,specialist nurse,18,,,,0.0022,9,2,upward
1324.8.2,purchasing manager,1223.1,product manager,18,,,,0.0308,1,1,lateral
9412.2,kitchen porter,8121.4,metal drawing machine operator,18,,,,0.0005,9,8,upward
9412.2,kitchen porter,9215.1,forest worker,18,,,,0.0005,9,9,lateral
3323.2,purchaser,9333.4,mover,18,,,,0.0138,3,9,downward
2635.2,social pedagogue,3341.7,office manager,18,,,,0.0054,2,3,downward
8160.34,food production operator,4323.9,move coordinator,18,,,,0.001,8,4,upward
5153.1.2,house sitter,7543.9,product quality controller,18,,,,0.0016,5,7,downward
5223.7.4,bakery specialised seller,5152.2,domestic housekeeper,18,,,,0.0059,5,5,lateral
2431.12,membership manager,2434.1,ict account manager,18,,,,0.0069,2,2,lateral
5152.2,domestic housekeeper,6113.5,landscape gardener,18,,,,0.0037,5,6,downward
2634.2.4,psychotherapist,2635.3,social worker,18,,,,0.0432,2,2,lateral
3412.4.11,residential home adult care worker,9313.1,building construction worker,18,,,,0.0126,3,9,downward
3323.2,purchaser,3313.2,bookkeeper,18,,,,0.0138,3,3,lateral
9621.1,doorman/doorwoman,8142.3,compression moulding machine operator,18,,,,0.0035,9,8,upward
9412.1,kitchen assistant,1120.3,chief executive officer,18,,,,0.0015,9,1,upward
3111.1,chemistry technician,9312.1,civil engineering worker,18,,,,0.0037,3,9,downward
2431.12,membership manager,1212.2,human resources manager,18,,,,0.0069,2,1,upward
5230.2,lottery cashier,5223.4,sales assistant,18,,,,0.0923,5,5,lateral
4412.2,postman/postwoman,8342.6,road construction worker,18,,,,0.0012,4,8,downward
1439.5,laundry and dry cleaning manager,9412.2,kitchen porter,18,,,,0.0242,1,9,downward
5164.1.2,kennel worker,9212.3,groom,18,,,,0.0861,5,9,downward
5163.1,cemetery attendant,9333.4,mover,18,,,,0.0909,5,9,downward
2512.4,software developer,3341.7,office manager,18,,,,0.0128,2,3,downward
2431.10.2,ebusiness manager,5244.1,call centre agent,18,,,,0.0183,2,5,downward
9313.1,building construction worker,5223.7.25,motor vehicles specialised seller,18,,,,0.0005,9,5,upward
1321.2.2,industrial quality manager,1321.2.1,industrial production manager,18,,,,0.0479,1,1,lateral
7543.7.2,consumer goods inspector,5223.4,sales assistant,18,,,,0.0918,7,5,upward
3313.2,bookkeeper,9621.2,hotel porter,18,,,,0.0042,3,9,downward
4323.6,freight transport dispatcher,4412.2,postman/postwoman,18,,,,0.0216,4,4,lateral
1330.7,ict project manager,1219.4,department manager,18,,,,0.0189,1,1,lateral
9412.1,kitchen assistant,7123.2,plasterer,18,,,,0.0015,9,7,upward
9621.1,doorman/doorwoman,3359.6,gaming inspector,18,,,,0.0035,9,3,upward
4221.1,ground steward/ground stewardess,5111.2.1,flight attendant,18,,,,0.0458,4,5,downward
2421.1,business analyst,2431.3,advertising specialist,18,,,,0.009,2,2,lateral
9621.2,hotel porter,9122.1,vehicle cleaner,18,,,,0.0022,9,9,lateral
3119.16,quality engineering technician,7223.4.5,metal sawing machine operator,18,,,,0.0116,3,7,downward
5223.4,sales assistant,3432.1.1,interior planner,18,,,,0.0006,5,3,upward
7222.5,tool and die maker,9329.2,wood caulker,18,,,,0.0211,7,9,downward
3119.16,quality engineering technician,8211.5.3,motor vehicle parts assembler,18,,,,0.0116,3,8,downward
9329.2,wood caulker,5153.1,building caretaker,18,,,,0.001,9,5,upward
5223.7,specialised seller,5414.1,security guard,18,,,,0.0045,5,5,lateral
3343.4,management assistant,7231.8,vehicle maintenance attendant,18,,,,0.0011,3,7,downward
9213.1,crop production worker,9122.1,vehicle cleaner,18,,,,0.0033,9,9,lateral
8183.3,cylinder filler,9412.2,kitchen porter,18,,,,0.0284,8,9,downward
1120.3,chief executive officer,3341.4,contact centre supervisor,18,,,,0.0035,1,3,downward
1211.1,financial manager,1219.6,project manager,18,,,,0.0224,1,1,lateral
